

Number	Group	Conceptual Use
42	0	0.66171
42	0	0
42	0	-0.5
42	0	0
42	0	-0.24456
42	0	-1
42	0	0.5
42	0	0.5
42	0	0
42	1	1.0202
42	0	-0.5
42	0	-1.39426
42	1	0.5
42	1	0.88112
42	0	0.87683
42	1	0.4159
42	1	-0.6348
42	0	-0.94494
42	0	0.72053
42	0	0
42	1	0.152
42	1	0.21728
42	0	-0.24579
42	1	0.27567
42	1	0.26269
42	0	0.3744
42	0	0.16254
42	0	-0.15994
42	1	-0.04501
42	1	0.5
42	1	0.5
42	1	0
42	0	-0.02771
42	1	-0.83471
42	0	0.5
42	1	0.97442
42	1	0
42	1	0
42	0	1
42	0	1
42	1	0
42	0	0
42	1	0.44033
42	0	0.93126
42	0	-0.5
42	1	-0.09065
42	1	0.29335
42	1	0.78911
42	1	-0.35129
42	1	0
42	0	-0.5
42	1	-0.01705
42	0	0
42	0	-0.5
42	0	-0.63467
42	0	-0.31072
42	0	0.29494
42	1	-0.25441
42	1	-0.09542
42	1	0.61015
42	1	0.5
42	1	0.25
42	1	0.5
42	1	0.5
42	1	0.08585
42	1	0.28808
42	1	-0.06278
42	1	0
42	0	0.41966
42	0	0.13193
42	0	0.06356
42	0	0
42	1	0.2407
42	1	0.6144
42	0	0.5
42	1	0.66603
42	1	0.38166
42	0	-2
42	0	-0.03517
42	0	0.30749
42	1	0
42	1	0.36582
42	1	0.5
42	1	0.18463
42	1	-1
42	0	0.5
42	0	-0.55042
42	1	0
42	1	0.63132
42	0	-0.42867
42	0	-0.16838
42	0	-0.10526
42	0	-0.70542
42	0	-0.64595
43	0	0
43	1	-0.73675
43	0	0.64298
43	0	0
43	0	-0.5
43	0	0
43	0	-0.22134
43	0	-1
43	0	0.5
43	0	0.5
43	0	0
43	1	0.34824
43	0	-0.5
43	0	0.05052
43	1	0.5
43	1	1.57268
43	0	-0.06497
43	1	-0.73737
43	1	0.29825
43	0	-0.525
43	0	0.18012
43	0	0
43	1	-0.07943
43	1	1.09555
43	0	0.24885
43	1	0.42888
43	1	0.46105
43	0	0.39342
43	0	-0.03409
43	0	0.70385
43	1	0.47804
43	1	0.5
43	1	0.5
43	1	0
43	0	0.31847
43	1	0.10176
43	0	0.5
43	1	-0.01872
43	1	0
43	1	0
43	0	1
43	0	1
43	1	0
43	0	0
43	1	0.48044
43	0	-0.08564
43	0	-0.5
43	1	0.84621
43	1	-0.31837
43	1	1.22759
43	1	1.82771
43	1	0
43	0	-0.5
43	1	0.03528
43	0	0
43	0	-0.5
43	0	0.32098
43	0	0.35154
43	0	-0.13154
43	1	0.33068
43	1	0.03919
43	1	0.8974
43	1	0.5
43	1	0.25
43	1	0.5
43	1	0.5
43	1	-0.26499
43	1	-0.185
43	1	1.14466
43	1	0
43	0	0.36089
43	0	-0.02416
43	0	-0.11382
43	0	0
43	1	-0.04217
43	1	0.1173
43	0	0.5
43	1	-1.1391
43	1	-0.32443
43	0	-2
43	0	0.17044
43	0	0.95925
43	1	0
43	1	0.75803
43	1	0.5
43	1	0.54954
43	1	-1
43	0	0.5
43	0	1.43376
43	1	0
43	1	0.50934
43	0	-0.09111
43	0	-0.29336
43	0	-0.30617
43	0	-0.38127
43	0	0.95109
44	0	0
44	1	-0.10747
44	0	0.30649
44	0	0
44	0	-0.5
44	0	0
44	0	-0.9805
44	0	-1
44	0	0.5
44	0	0.5
44	0	0
44	1	0.26338
44	0	-0.5
44	0	-0.6649
44	1	0.5
44	1	0.79565
44	0	-0.26711
44	1	-1.04615
44	1	0.93884
44	0	-0.56391
44	0	-0.05069
44	0	0
44	1	0.38393
44	1	0.07845
44	0	0.01126
44	1	-0.47053
44	1	-0.60945
44	0	0.80128
44	0	0.40344
44	0	0.82613
44	1	0.3671
44	1	0.5
44	1	0.5
44	1	0
44	0	0.11344
44	1	-0.46839
44	0	0.5
44	1	0.16391
44	1	0
44	1	0
44	0	1
44	0	1
44	1	0
44	0	0
44	1	1.24251
44	0	0.82728
44	0	-0.5
44	1	0.18339
44	1	0.02697
44	1	0.47512
44	1	-0.19177
44	1	0
44	0	-0.5
44	1	0.13504
44	0	0
44	0	-0.5
44	0	-1.06527
44	0	-0.48024
44	0	0.11871
44	1	-0.31824
44	1	0.81006
44	1	0.12233
44	1	0.5
44	1	0.25
44	1	0.5
44	1	0.5
44	1	-0.24229
44	1	-0.05472
44	1	1.61174
44	1	0
44	0	0.05997
44	0	-0.45478
44	0	0.01543
44	0	0
44	1	-0.0623
44	1	-0.12042
44	0	0.5
44	1	-0.1828
44	1	0.11937
44	0	-2
44	0	-1.03307
44	0	-0.25706
44	1	0
44	1	0.49684
44	1	0.5
44	1	-0.36754
44	1	-1
44	0	0.5
44	0	1.00644
44	1	0
44	1	0.88637
44	0	-0.67557
44	0	-0.55187
44	0	-0.01381
44	0	0.88836
44	0	-0.94958
45	0	0
45	1	-0.78958
45	0	0.10359
45	0	0
45	0	-0.5
45	0	0
45	0	0.13752
45	0	-1
45	0	0.5
45	0	0.5
45	0	0
45	1	0.32234
45	0	-0.5
45	0	1.57846
45	1	0.5
45	1	-0.47321
45	0	-0.33136
45	1	0.20041
45	1	0.93747
45	0	-0.02658
45	0	1.57535
45	0	0
45	1	0.81351
45	1	-0.75717
45	0	-0.03949
45	1	0.59702
45	1	0.21439
45	0	0.60209
45	0	-0.06959
45	0	-0.07262
45	1	0.02202
45	1	0.5
45	1	0.5
45	1	0
45	0	0.52592
45	1	1.18938
45	0	0.5
45	1	0.7151
45	1	0
45	1	0
45	0	1
45	0	1
45	1	0
45	0	0
45	1	-0.06996
45	0	0.87783
45	0	-0.5
45	1	-0.55073
45	1	-0.6468
45	1	0.96242
45	1	0.19791
45	1	0
45	0	-0.5
45	1	0.29771
45	0	0
45	0	-0.5
45	0	0.19339
45	0	-0.46601
45	0	0.54874
45	1	2.00495
45	1	-0.05302
45	1	0.40714
45	1	0.5
45	1	0.25
45	1	0.5
45	1	0.5
45	1	0.34724
45	1	0.0086
45	1	0.06328
45	1	0
45	0	0.33433
45	0	0.43098
45	0	0.50932
45	0	0
45	1	0.56781
45	1	-0.19099
45	0	0.5
45	1	0.50748
45	1	1.46276
45	0	-2
45	0	0.62831
45	0	0.17485
45	1	0
45	1	0.12326
45	1	0.5
45	1	-0.18257
45	1	-1
45	0	0.5
45	0	0.42998
45	1	0
45	1	0.2323
45	0	0.05278
45	0	0.64931
45	0	-0.32128
45	0	0.1411
45	0	-0.11395
46	0	0
46	1	-0.40495
46	0	-0.6585
46	0	0
46	0	-0.5
46	0	0
46	0	-0.68585
46	0	-1
46	0	0.5
46	0	0.5
46	0	0
46	1	1.23059
46	0	-0.5
46	0	-0.58391
46	1	0.5
46	1	0.05259
46	0	0.26598
46	1	0.48579
46	1	-0.01931
46	0	-0.9483
46	0	0.23173
46	0	0
46	1	-0.77142
46	1	0.43815
46	0	-0.34687
46	1	-0.07163
46	1	-0.54361
46	0	0.18195
46	0	-0.01101
46	0	-0.22735
46	1	0.13641
46	1	0.5
46	1	0.5
46	1	0
46	0	-0.14935
46	1	-0.33158
46	0	0.5
46	1	0.97713
46	1	0
46	1	0
46	0	1
46	0	1
46	1	0
46	0	0
46	1	0.30995
46	0	-0.12634
46	0	-0.5
46	1	-1.05015
46	1	-0.52972
46	1	1.01007
46	1	0.43031
46	1	0
46	0	-0.5
46	1	0.44381
46	0	0
46	0	-0.5
46	0	-0.01293
46	0	-1.27752
46	0	0.71084
46	1	0.90892
46	1	0.74101
46	1	-0.14556
46	1	0.5
46	1	0.25
46	1	0.5
46	1	0.5
46	1	-0.06257
46	1	0.11228
46	1	0.03295
46	1	0
46	0	-0.23048
46	0	-0.12378
46	0	-0.33844
46	0	0
46	1	-0.12788
46	1	-0.17197
46	0	0.5
46	1	-0.6793
46	1	0.79419
46	0	-2
46	0	0.9518
46	0	0.55046
46	1	0
46	1	-1.2774
46	1	0.5
46	1	-0.39347
46	1	-1
46	0	0.5
46	0	0.27572
46	1	0
46	1	0.2128
46	0	0.1648
46	0	-0.37518
46	0	0.04781
46	0	0.1176
46	0	0.10153
47	0	0
47	1	0.42945
47	0	-0.73697
47	0	0
47	0	-0.5
47	0	0
47	0	0.04314
47	0	-1
47	0	0.5
47	0	0.5
47	0	0
47	1	-0.06889
47	0	-0.5
47	0	0.18899
47	1	0.5
47	1	-0.18586
47	0	0.12289
47	1	1.21936
47	1	-0.19977
47	0	-0.7113
47	0	0.34318
47	0	0
47	1	-0.28559
47	1	0.04318
47	0	0.27678
47	1	0.20779
47	1	0.72031
47	0	0.48308
47	0	0.27325
47	0	0.77735
47	1	0.05229
47	1	0.5
47	1	0.5
47	1	0
47	0	0.07843
47	1	0.82293
47	0	0.5
47	1	-0.23536
47	1	0
47	1	0
47	0	1
47	0	1
47	1	0
47	0	0
47	1	0.39817
47	0	0.2818
47	0	-0.5
47	1	-0.537
47	1	0.5773
47	1	0.38714
47	1	0.67389
47	1	0
47	0	-0.5
47	1	0.45488
47	0	0
47	0	-0.5
47	0	-0.14592
47	0	0.84362
47	0	-0.0198
47	1	-0.56762
47	1	1.10462
47	1	0.25418
47	1	0.5
47	1	0.25
47	1	0.5
47	1	0.5
47	1	-0.07792
47	1	-0.26516
47	1	1.06015
47	1	0
47	0	0.16103
47	0	-0.59362
47	0	0.30494
47	0	0
47	1	-0.07298
47	1	-0.47722
47	0	0.5
47	1	-0.67415
47	1	0.15998
47	0	-2
47	0	-0.03548
47	0	0.25867
47	1	0
47	1	0.03531
47	1	0.5
47	1	0.1158
47	1	-1
47	0	0.5
47	0	-0.12932
47	1	0
47	1	0.9884
47	0	0.11411
47	0	-0.21208
47	0	0.05462
47	0	-0.19351
47	0	0.29112
48	0	0
48	1	0.76351
48	0	-0.50973
48	0	0
48	0	-0.5
48	0	0
48	0	0.94091
48	0	-1
48	0	0.5
48	0	0.5
48	0	0
48	1	0.353
48	0	-0.5
48	0	-0.03659
48	1	0.5
48	1	0.42036
48	0	-0.12106
48	1	0.72764
48	1	0.33644
48	0	0.47257
48	0	0.42693
48	0	0
48	1	0.31545
48	1	1.53367
48	0	0.94022
48	1	0.72883
48	1	0.75407
48	0	0.21205
48	0	0.35562
48	0	0.64909
48	1	0.0096
48	1	0.5
48	1	0.5
48	1	0
48	0	0.34072
48	1	0.87362
48	0	0.5
48	1	0.04231
48	1	0
48	1	0
48	0	1
48	0	1
48	1	0
48	0	0
48	1	0.32664
48	0	0.79747
48	0	-0.5
48	1	-0.33911
48	1	0.51617
48	1	0.81286
48	1	0.0811
48	1	0
48	0	-0.5
48	1	-0.51139
48	0	0
48	0	-0.5
48	0	-0.09578
48	0	-0.75388
48	0	-0.64247
48	1	-0.84739
48	1	1.06297
48	1	0.48025
48	1	0.5
48	1	0.25
48	1	0.5
48	1	0.5
48	1	-0.01173
48	1	0.04991
48	1	-0.12151
48	1	0
48	0	-0.21688
48	0	0.4004
48	0	-0.18004
48	0	0
48	1	-0.00972
48	1	0.52122
48	0	0.5
48	1	-0.1234
48	1	0.65615
48	0	-2
48	0	0.54284
48	0	1.16467
48	1	0
48	1	-0.28985
48	1	0.5
48	1	1.39696
48	1	-1
48	0	0.5
48	0	0.179
48	1	0
48	1	0.86417
48	0	-0.40867
48	0	0.35598
48	0	-0.4935
48	0	0.13103
48	0	0.00859
49	0	0
49	1	-0.86293
49	0	-0.86424
49	0	0
49	0	-0.5
49	0	0
49	0	-0.60429
49	0	-1
49	0	0.5
49	0	0.5
49	0	0
49	1	0.7836
49	0	-0.5
49	0	-0.53678
49	1	0.5
49	1	0.57315
49	0	0.652
49	1	-0.30735
49	1	-0.0394
49	0	-0.56369
49	0	0.14614
49	0	0
49	1	0.40249
49	1	-0.09745
49	0	-0.76451
49	1	0.22896
49	1	0.23051
49	0	0.41657
49	0	-0.04818
49	0	0.48483
49	1	0.31333
49	1	0.5
49	1	0.5
49	1	0
49	0	-0.78602
49	1	0.17758
49	0	0.5
49	1	0.85649
49	1	0
49	1	0
49	0	1
49	0	1
49	1	0
49	0	0
49	1	0.03672
49	0	0.90777
49	0	-0.5
49	1	-0.35009
49	1	-0.46427
49	1	1.18683
49	1	-0.41366
49	1	0
49	0	-0.5
49	1	0.68864
49	0	0
49	0	-0.5
49	0	-0.83967
49	0	-0.79215
49	0	-0.5761
49	1	0.24207
49	1	-0.34358
49	1	-0.33746
49	1	0.5
49	1	0.25
49	1	0.5
49	1	0.5
49	1	0.03463
49	1	-0.48895
49	1	0.69463
49	1	0
49	0	0.80244
49	0	-0.09875
49	0	-0.43557
49	0	0
49	1	-0.38578
49	1	-0.403
49	0	0.5
49	1	0.23575
49	1	1.22464
49	0	-2
49	0	-0.24818
49	0	-0.44434
49	1	0
49	1	-0.06685
49	1	0.5
49	1	-0.0194
49	1	-1
49	0	0.5
49	0	0.05779
49	1	0
49	1	0.71125
49	0	-0.51976
49	0	-0.98984
49	0	-0.67983
49	0	-0.82478
49	0	-0.19704
50	0	0
50	1	-0.02593
50	0	-1.03998
50	0	0
50	0	-0.5
50	0	0
50	0	0.17299
50	0	-1
50	0	0.5
50	0	0.5
50	0	0
50	1	0.55946
50	0	-0.5
50	0	-0.53156
50	1	0.5
50	1	1.37433
50	0	-0.08903
50	1	-0.53539
50	1	0.01046
50	0	0.1546
50	0	0.75157
50	0	0
50	1	-0.09037
50	1	-0.08484
50	0	0.31896
50	1	0.66159
50	1	-0.37965
50	0	1.1556
50	0	0.54095
50	0	0.06335
50	1	-0.00245
50	1	0.5
50	1	0.5
50	1	0
50	0	0.21014
50	1	-0.47401
50	0	0.5
50	1	0.49645
50	1	0
50	1	0
50	0	1
50	0	1
50	1	0
50	0	0
50	1	0.89509
50	0	0.51242
50	0	-0.5
50	1	-0.34534
50	1	0.38894
50	1	0.95255
50	1	-0.97296
50	1	0
50	0	-0.5
50	1	-0.09003
50	0	0
50	0	-0.5
50	0	0.08941
50	0	-1.20289
50	0	-0.92348
50	1	-0.34307
50	1	-0.32163
50	1	0.30118
50	1	0.5
50	1	0.25
50	1	0.5
50	1	0.5
50	1	0.19826
50	1	0.99397
50	1	-0.46905
50	1	0
50	0	-0.24296
50	0	0.01383
50	0	-0.20561
50	0	0
50	1	0.57442
50	1	0.39644
50	0	0.5
50	1	-0.33094
50	1	1.57101
50	0	-2
50	0	-0.63867
50	0	0.38914
50	1	0
50	1	-0.13369
50	1	0.5
50	1	0.12805
50	1	-1
50	0	0.5
50	0	0.1591
50	1	0
50	1	0.55868
50	0	0.12677
50	0	-0.49405
50	0	0.36276
50	0	-0.30531
50	0	-0.43739

Number	Group	Instrumental
1	0	4.16667
1	1	5.02844
1	0	5.27056
1	0	5
1	0	5
1	0	3.66667
1	0	4.49498
1	0	4
1	0	4.33333
1	0	5
1	0	5
1	1	3.60405
1	0	4.33333
1	0	5.15548
1	1	5
1	1	3.51505
1	0	5.28354
1	1	4.51942
1	1	4.69559
1	0	4.72793
1	0	4.36434
1	0	4.83333
1	1	4.53956
1	1	4.2976
1	0	4.46822
1	1	5
1	1	4.99304
1	0	4.42613
1	0	4.11749
1	0	5.06864
1	1	5
1	1	5
1	1	3.33333
1	1	4.83333
1	0	4.48732
1	1	4.57615
1	0	4.14854
1	1	4.5
1	1	4.33333
1	1	5
1	0	5
1	0	5
1	1	3.66667
1	0	4.83333
1	1	4.48198
1	0	4.59337
1	0	4.16667
1	1	4.9032
1	1	5
1	1	4.07469
1	1	3.79639
1	1	4.16667
1	0	5
1	1	5
1	0	4.5
1	0	4.33333
1	0	5.10522
1	0	5.76328
1	0	4.69729
1	1	4.89459
1	1	4.72763
1	1	5
1	1	5
1	1	4.25
1	1	3.16667
1	1	5
1	1	4.5
1	1	4
1	1	3.83701
1	1	5
1	0	4.17022
1	0	5.25575
1	0	3.88354
1	0	4.5
1	1	4.86548
1	1	3.40015
1	0	5.17999
1	1	4.01412
1	1	3.68801
1	0	4
1	0	3.88953
1	0	4.48298
1	1	5
1	1	4.74312
1	1	4.33333
1	1	4.2387
1	1	4
1	0	3.66667
1	0	3.02039
1	1	4.61332
1	1	4.72659
1	0	4.77451
1	0	5.31559
1	0	3.96933
1	0	5.03157
1	0	5.12463
2	0	4.16667
2	1	5.0231
2	0	4.36836
2	0	5
2	0	5
2	0	3.66667
2	0	4.40251
2	0	4
2	0	4.33333
2	0	5
2	0	5
2	1	3.67426
2	0	4.33333
2	0	5.19219
2	1	5
2	1	4.33118
2	0	4.63837
2	1	4.2249
2	1	4.30587
2	0	5.27279
2	0	4.63733
2	0	4.83333
2	1	4.9145
2	1	4.33953
2	0	3.46949
2	1	5
2	1	5.55561
2	0	4.78075
2	0	3.94109
2	0	4.29151
2	1	5
2	1	5
2	1	3.33333
2	1	4.83333
2	0	4.73494
2	1	5.27094
2	0	4.14823
2	1	4.5
2	1	4.33333
2	1	5
2	0	5
2	0	5
2	1	3.66667
2	0	4.83333
2	1	4.27714
2	0	5.65726
2	0	4.16667
2	1	5.09857
2	1	5
2	1	3.95944
2	1	4.67035
2	1	4.16667
2	0	5
2	1	5
2	0	4.5
2	0	4.33333
2	0	4.91926
2	0	5.60022
2	0	4.31723
2	1	3.99508
2	1	5.29328
2	1	5
2	1	5
2	1	4.25
2	1	3.16667
2	1	5
2	1	4.5
2	1	4
2	1	3.62868
2	1	5
2	0	5.07944
2	0	4.74923
2	0	4.0657
2	0	4.5
2	1	4.84161
2	1	4.05329
2	0	4.98781
2	1	4.68774
2	1	3.63352
2	0	4
2	0	4.28108
2	0	4.26006
2	1	5
2	1	4.95759
2	1	4.33333
2	1	5.83427
2	1	4
2	0	3.66667
2	0	4.24689
2	1	4.66292
2	1	4.22602
2	0	4.91276
2	0	4.90666
2	0	5.37402
2	0	5.54034
2	0	4.99583
3	0	4.16667
3	1	4.75203
3	0	4.74851
3	0	5
3	0	5
3	0	3.66667
3	0	4.49753
3	0	4
3	0	4.33333
3	0	5
3	0	5
3	1	3.92667
3	0	4.33333
3	0	5.03328
3	1	5
3	1	3.96078
3	0	3.81169
3	1	4.32235
3	1	4.46639
3	0	4.49469
3	0	4.96684
3	0	4.83333
3	1	5.13346
3	1	4.69905
3	0	4.03533
3	1	5
3	1	5.01561
3	0	4.54568
3	0	4.33585
3	0	4.53392
3	1	5
3	1	5
3	1	3.33333
3	1	4.83333
3	0	4.78638
3	1	5.00764
3	0	4.15957
3	1	4.5
3	1	4.33333
3	1	5
3	0	5
3	0	5
3	1	3.66667
3	0	4.83333
3	1	3.91147
3	0	4.83738
3	0	4.16667
3	1	5.39573
3	1	5
3	1	3.6719
3	1	4.10806
3	1	4.16667
3	0	5
3	1	5
3	0	4.5
3	0	4.33333
3	0	5.46883
3	0	4.44991
3	0	4.31872
3	1	5.03379
3	1	4.78738
3	1	5
3	1	5
3	1	4.25
3	1	3.16667
3	1	5
3	1	4.5
3	1	4
3	1	4.52612
3	1	5
3	0	4.59016
3	0	4.69245
3	0	3.75349
3	0	4.5
3	1	5.34112
3	1	3.81748
3	0	5.08432
3	1	4.79323
3	1	3.47073
3	0	4
3	0	4.75665
3	0	4.59097
3	1	5
3	1	4.54422
3	1	4.33333
3	1	5.06699
3	1	4
3	0	3.66667
3	0	3.56806
3	1	4.60334
3	1	4.32639
3	0	4.90439
3	0	4.9726
3	0	4.6767
3	0	4.95567
3	0	4.94781
4	0	4.16667
4	1	4.86897
4	0	3.66852
4	0	5
4	0	5
4	0	3.66667
4	0	4.1029
4	0	4
4	0	4.33333
4	0	5
4	0	5
4	1	4.01165
4	0	4.33333
4	0	5.20107
4	1	5
4	1	3.93166
4	0	4.23443
4	1	4.36064
4	1	4.85457
4	0	4.48501
4	0	4.14145
4	0	4.83333
4	1	5.17386
4	1	4.57309
4	0	3.27686
4	1	5
4	1	5.17754
4	0	4.63008
4	0	4.01176
4	0	4.49845
4	1	5
4	1	5
4	1	3.33333
4	1	4.83333
4	0	4.40609
4	1	4.86407
4	0	4.08571
4	1	4.5
4	1	4.33333
4	1	5
4	0	5
4	0	5
4	1	3.66667
4	0	4.83333
4	1	4.34841
4	0	5.21094
4	0	4.16667
4	1	5.06225
4	1	5
4	1	3.93106
4	1	4.4452
4	1	4.16667
4	0	5
4	1	5
4	0	4.5
4	0	4.33333
4	0	5.23075
4	0	4.91484
4	0	4.7477
4	1	4.52825
4	1	4.81245
4	1	5
4	1	5
4	1	4.25
4	1	3.16667
4	1	5
4	1	4.5
4	1	4
4	1	4.22619
4	1	5
4	0	4.57203
4	0	4.80342
4	0	4.31187
4	0	4.5
4	1	4.99
4	1	4.46953
4	0	5.00505
4	1	4.94943
4	1	3.43253
4	0	4
4	0	4.05026
4	0	4.0197
4	1	5
4	1	5.04799
4	1	4.33333
4	1	5.42846
4	1	4
4	0	3.66667
4	0	3.54061
4	1	4.60252
4	1	4.44037
4	0	4.21109
4	0	5.19228
4	0	5.29461
4	0	4.81034
4	0	4.8186
5	0	4.16667
5	1	4.8731
5	0	5.663
5	0	5
5	0	5
5	0	3.66667
5	0	4.33952
5	0	4
5	0	4.33333
5	0	5
5	0	5
5	1	3.86125
5	0	4.33333
5	0	5.09216
5	1	5
5	1	2.8739
5	0	4.89873
5	1	3.92928
5	1	4.56931
5	0	4.64951
5	0	4.39311
5	0	4.83333
5	1	4.66447
5	1	4.60403
5	0	4.71934
5	1	5
5	1	4.39453
5	0	4.62318
5	0	4.13105
5	0	3.6819
5	1	5
5	1	5
5	1	3.33333
5	1	4.83333
5	0	3.87994
5	1	4.17855
5	0	4.05769
5	1	4.5
5	1	4.33333
5	1	5
5	0	5
5	0	5
5	1	3.66667
5	0	4.83333
5	1	4.23532
5	0	4.99876
5	0	4.16667
5	1	4.75484
5	1	5
5	1	3.50389
5	1	4.22491
5	1	4.16667
5	0	5
5	1	5
5	0	4.5
5	0	4.33333
5	0	5.29192
5	0	5.41933
5	0	4.35995
5	1	4.37695
5	1	5.18986
5	1	5
5	1	5
5	1	4.25
5	1	3.16667
5	1	5
5	1	4.5
5	1	4
5	1	3.8133
5	1	5
5	0	5.70526
5	0	4.9471
5	0	4.41937
5	0	4.5
5	1	4.95009
5	1	3.20461
5	0	4.97168
5	1	4.78835
5	1	2.60238
5	0	4
5	0	4.62106
5	0	3.8373
5	1	5
5	1	5.85696
5	1	4.33333
5	1	5.13295
5	1	4
5	0	3.66667
5	0	3.6806
5	1	4.59216
5	1	5.10144
5	0	4.79439
5	0	5.19558
5	0	4.74956
5	0	5.40752
5	0	4.63228
6	0	4.16667
6	1	5.06905
6	0	4.3991
6	0	5
6	0	5
6	0	3.66667
6	0	4.7689
6	0	4
6	0	4.33333
6	0	5
6	0	5
6	1	3.94762
6	0	4.33333
6	0	5.373
6	1	5
6	1	4.37607
6	0	3.74024
6	1	3.2981
6	1	4.59332
6	0	4.95211
6	0	4.43753
6	0	4.83333
6	1	5.04419
6	1	4.31263
6	0	4.33144
6	1	5
6	1	5.4682
6	0	5.22319
6	0	4.97903
6	0	4.87505
6	1	5
6	1	5
6	1	3.33333
6	1	4.83333
6	0	4.65197
6	1	5.80081
6	0	4.08168
6	1	4.5
6	1	4.33333
6	1	5
6	0	5
6	0	5
6	1	3.66667
6	0	4.83333
6	1	4.20816
6	0	4.71414
6	0	4.16667
6	1	4.88235
6	1	5
6	1	4.23744
6	1	4.80591
6	1	4.16667
6	0	5
6	1	5
6	0	4.5
6	0	4.33333
6	0	5.17044
6	0	5.40384
6	0	4.51946
6	1	4.83133
6	1	4.64193
6	1	5
6	1	5
6	1	4.25
6	1	3.16667
6	1	5
6	1	4.5
6	1	4
6	1	4.64269
6	1	5
6	0	3.98826
6	0	5.46756
6	0	4.85621
6	0	4.5
6	1	4.65232
6	1	4.73703
6	0	5.16507
6	1	4.27575
6	1	4.3609
6	0	4
6	0	4.89892
6	0	4.03979
6	1	5
6	1	5.31076
6	1	4.33333
6	1	5.10803
6	1	4
6	0	3.66667
6	0	4.6628
6	1	4.51797
6	1	4.39854
6	0	4.67284
6	0	5.31206
6	0	4.88736
6	0	5.36351
6	0	4.79222
7	0	4.16667
7	1	5.46272
7	0	4.11915
7	0	5
7	0	5
7	0	3.66667
7	0	5.34559
7	0	4
7	0	4.33333
7	0	5
7	0	5
7	1	4.02998
7	0	4.33333
7	0	5.42997
7	1	5
7	1	4.67773
7	0	4.56818
7	1	3.99114
7	1	4.3523
7	0	4.74989
7	0	4.7547
7	0	4.83333
7	1	5.13212
7	1	5.04434
7	0	3.91532
7	1	5
7	1	4.94164
7	0	4.14704
7	0	4.71167
7	0	3.82844
7	1	5
7	1	5
7	1	3.33333
7	1	4.83333
7	0	4.41827
7	1	4.68849
7	0	4.10366
7	1	4.5
7	1	4.33333
7	1	5
7	0	5
7	0	5
7	1	3.66667
7	0	4.83333
7	1	3.29123
7	0	4.48213
7	0	4.16667
7	1	5.1091
7	1	5
7	1	4.05711
7	1	3.87407
7	1	4.16667
7	0	5
7	1	5
7	0	4.5
7	0	4.33333
7	0	5.93295
7	0	5.49533
7	0	4.75145
7	1	4.01209
7	1	4.85132
7	1	5
7	1	5
7	1	4.25
7	1	3.16667
7	1	5
7	1	4.5
7	1	4
7	1	3.81566
7	1	5
7	0	4.53738
7	0	4.42609
7	0	3.73356
7	0	4.5
7	1	4.82786
7	1	4.13871
7	0	5.02385
7	1	4.76975
7	1	3.73277
7	0	4
7	0	4.5664
7	0	4.4953
7	1	5
7	1	5.13674
7	1	4.33333
7	1	5.04279
7	1	4
7	0	3.66667
7	0	4.01686
7	1	4.598
7	1	4.16351
7	0	4.58365
7	0	5.80112
7	0	4.37559
7	0	4.60996
7	0	4.8113
8	0	4.16667
8	1	5.26544
8	0	4.28022
8	0	5
8	0	5
8	0	3.66667
8	0	5.216
8	0	4
8	0	4.33333
8	0	5
8	0	5
8	1	3.55073
8	0	4.33333
8	0	5.23066
8	1	5
8	1	4.85415
8	0	4.15448
8	1	4.11691
8	1	4.7352
8	0	4.94182
8	0	3.78701
8	0	4.83333
8	1	4.71014
8	1	4.85781
8	0	3.78012
8	1	5
8	1	5.00757
8	0	3.73986
8	0	3.3686
8	0	3.67082
8	1	5
8	1	5
8	1	3.33333
8	1	4.83333
8	0	4.03241
8	1	4.51984
8	0	4.03636
8	1	4.5
8	1	4.33333
8	1	5
8	0	5
8	0	5
8	1	3.66667
8	0	4.83333
8	1	3.57906
8	0	4.59783
8	0	4.16667
8	1	4.1754
8	1	5
8	1	3.87131
8	1	3.87821
8	1	4.16667
8	0	5
8	1	5
8	0	4.5
8	0	4.33333
8	0	4.70282
8	0	4.91004
8	0	4.46925
8	1	4.21403
8	1	5.22316
8	1	5
8	1	5
8	1	4.25
8	1	3.16667
8	1	5
8	1	4.5
8	1	4
8	1	4.12056
8	1	5
8	0	4.36316
8	0	5.3728
8	0	4.42486
8	0	4.5
8	1	4.90584
8	1	4.01947
8	0	5.13134
8	1	4.0489
8	1	3.96736
8	0	4
8	0	5.06488
8	0	4.86221
8	1	5
8	1	4.63182
8	1	4.33333
8	1	4.79108
8	1	4
8	0	3.66667
8	0	4.61859
8	1	4.54969
8	1	3.93201
8	0	3.86272
8	0	4.76639
8	0	4.17552
8	0	4.97279
8	0	5.33408
9	0	4.16667
9	1	4.9866
9	0	4.57871
9	0	5
9	0	5
9	0	3.66667
9	0	4.45114
9	0	4
9	0	4.33333
9	0	5
9	0	5
9	1	4.32383
9	0	4.33333
9	0	5.31973
9	1	5
9	1	4.6681
9	0	3.94098
9	1	4.40578
9	1	4.88001
9	0	4.79328
9	0	4.35663
9	0	4.83333
9	1	4.86587
9	1	4.46191
9	0	3.33407
9	1	5
9	1	5.05053
9	0	4.93875
9	0	3.62096
9	0	4.80922
9	1	5
9	1	5
9	1	3.33333
9	1	4.83333
9	0	4.34646
9	1	4.43697
9	0	4.10771
9	1	4.5
9	1	4.33333
9	1	5
9	0	5
9	0	5
