

Number	Group	Conceptual Use
24	0	-0.43801
24	1	0
24	1	0.86573
24	1	0.5
24	1	0.12866
24	1	-1
24	0	0.5
24	0	1.29861
24	1	0
24	1	0.10924
24	0	-0.78465
24	0	-0.44878
24	0	-0.63048
24	0	1.4658
24	0	-0.32976
25	0	0
25	1	0.29935
25	0	0.04274
25	0	0
25	0	-0.5
25	0	0
25	0	-0.25302
25	0	-1
25	0	0.5
25	0	0.5
25	0	0
25	1	0.427
25	0	-0.5
25	0	-0.06136
25	1	0.5
25	1	0.44971
25	0	0.51174
25	1	-0.30697
25	1	0.33181
25	0	0.55554
25	0	0.81985
25	0	0
25	1	-0.19495
25	1	-0.10523
25	0	0.07557
25	1	-0.59418
25	1	0.42223
25	0	0.74267
25	0	0.26232
25	0	0.55641
25	1	0.42758
25	1	0.5
25	1	0.5
25	1	0
25	0	0.14127
25	1	-0.53635
25	0	0.5
25	1	0.95146
25	1	0
25	1	0
25	0	1
25	0	1
25	1	0
25	0	0
25	1	1.33579
25	0	0.44962
25	0	-0.5
25	1	-0.08293
25	1	-0.05696
25	1	1.17001
25	1	0.49315
25	1	0
25	0	-0.5
25	1	0.37839
25	0	0
25	0	-0.5
25	0	0.0314
25	0	-0.50453
25	0	0.18268
25	1	-0.08229
25	1	0.3591
25	1	-0.09909
25	1	0.5
25	1	0.25
25	1	0.5
25	1	0.5
25	1	0.19354
25	1	-1.06603
25	1	0.55964
25	1	0
25	0	1.05375
25	0	-0.42474
25	0	-0.17086
25	0	0
25	1	0.21545
25	1	0.67331
25	0	0.5
25	1	0.20531
25	1	0.33936
25	0	-2
25	0	-0.56511
25	0	-0.41343
25	1	0
25	1	-0.54608
25	1	0.5
25	1	-0.36751
25	1	-1
25	0	0.5
25	0	0.34346
25	1	0
25	1	0.62189
25	0	1.04818
25	0	-0.10269
25	0	-0.01149
25	0	0.55781
25	0	0.38522
26	0	0
26	1	1.34241
26	0	1.49754
26	0	0
26	0	-0.5
26	0	0
26	0	-0.34841
26	0	-1
26	0	0.5
26	0	0.5
26	0	0
26	1	0.51507
26	0	-0.5
26	0	-0.98315
26	1	0.5
26	1	-0.19638
26	0	0.95652
26	1	-0.47025
26	1	-1.0651
26	0	-0.27319
26	0	0.25476
26	0	0
26	1	-0.76624
26	1	1.25448
26	0	1.00682
26	1	0.50857
26	1	-0.25208
26	0	0.08545
26	0	-0.41187
26	0	0.66013
26	1	-0.12603
26	1	0.5
26	1	0.5
26	1	0
26	0	0.13763
26	1	-0.30723
26	0	0.5
26	1	-0.37214
26	1	0
26	1	0
26	0	1
26	0	1
26	1	0
26	0	0
26	1	0.79874
26	0	1.2781
26	0	-0.5
26	1	0.65434
26	1	-0.47319
26	1	0.5357
26	1	0.16455
26	1	0
26	0	-0.5
26	1	0.40521
26	0	0
26	0	-0.5
26	0	0.78047
26	0	0.43404
26	0	-0.85279
26	1	0.23939
26	1	0.82845
26	1	-0.06518
26	1	0.5
26	1	0.25
26	1	0.5
26	1	0.5
26	1	0.06567
26	1	-0.23775
26	1	0.25585
26	1	0
26	0	0.56448
26	0	-0.4135
26	0	-0.94446
26	0	0
26	1	-0.03678
26	1	0.15197
26	0	0.5
26	1	-0.05635
26	1	1.90778
26	0	-2
26	0	-1.73117
26	0	-0.30941
26	1	0
26	1	0.06824
26	1	0.5
26	1	-0.14416
26	1	-1
26	0	0.5
26	0	-0.13526
26	1	0
26	1	1.06456
26	0	-0.13344
26	0	-0.05256
26	0	0.38343
26	0	0.15178
26	0	-0.75787
27	0	0
27	1	0.0516
27	0	0.31562
27	0	0
27	0	-0.5
27	0	0
27	0	-1.22986
27	0	-1
27	0	0.5
27	0	0.5
27	0	0
27	1	-0.04849
27	0	-0.5
27	0	-2.242
27	1	0.5
27	1	0.58861
27	0	-0.06004
27	1	-0.00271
27	1	-0.06795
27	0	-0.47157
27	0	-0.24756
27	0	0
27	1	-1.66439
27	1	0.83691
27	0	0.10122
27	1	0.46239
27	1	-0.00438
27	0	0.2861
27	0	-0.52493
27	0	0.06782
27	1	0.12161
27	1	0.5
27	1	0.5
27	1	0
27	0	-0.80739
27	1	0.05489
27	0	0.5
27	1	1.0861
27	1	0
27	1	0
27	0	1
27	0	1
27	1	0
27	0	0
27	1	0.29296
27	0	0.79161
27	0	-0.5
27	1	0.59519
27	1	-0.47461
27	1	-0.07369
27	1	0.06229
27	1	0
27	0	-0.5
27	1	0.60774
27	0	0
27	0	-0.5
27	0	0.16701
27	0	-0.34332
27	0	0.31956
27	1	-0.52767
27	1	0.75634
27	1	0.83751
27	1	0.5
27	1	0.25
27	1	0.5
27	1	0.5
27	1	0.13613
27	1	-0.88731
27	1	0.33324
27	1	0
27	0	1.27179
27	0	-0.47384
27	0	-0.3305
27	0	0
27	1	-0.58721
27	1	0.91354
27	0	0.5
27	1	-0.21348
27	1	0.40523
27	0	-2
27	0	0.06987
27	0	-0.24671
27	1	0
27	1	0.2727
27	1	0.5
27	1	0.72476
27	1	-1
27	0	0.5
27	0	-0.03024
27	1	0
27	1	1.28716
27	0	0.6773
27	0	-0.738
27	0	0.48726
27	0	0.16891
27	0	-1.98105
28	0	0
28	1	-0.80553
28	0	-0.24182
28	0	0
28	0	-0.5
28	0	0
28	0	-0.40078
28	0	-1
28	0	0.5
28	0	0.5
28	0	0
28	1	0.44422
28	0	-0.5
28	0	-0.58827
28	1	0.5
28	1	0.51051
28	0	0.35114
28	1	1.09142
28	1	0.15184
28	0	-0.39431
28	0	0.26033
28	0	0
28	1	0.07562
28	1	0.14961
28	0	-0.62313
28	1	-0.25214
28	1	0.4268
28	0	0.77817
28	0	-0.48977
28	0	0.19899
28	1	-0.02893
28	1	0.5
28	1	0.5
28	1	0
28	0	0.27038
28	1	-0.47017
28	0	0.5
28	1	0.56679
28	1	0
28	1	0
28	0	1
28	0	1
28	1	0
28	0	0
28	1	0.30579
28	0	0.75823
28	0	-0.5
28	1	0.22573
28	1	-0.41664
28	1	1.2589
28	1	0.42
28	1	0
28	0	-0.5
28	1	0.19371
28	0	0
28	0	-0.5
28	0	0.30668
28	0	-0.04051
28	0	-0.44578
28	1	0.37621
28	1	-0.08378
28	1	0.59704
28	1	0.5
28	1	0.25
28	1	0.5
28	1	0.5
28	1	0.0043
28	1	-0.14235
28	1	0.92569
28	1	0
28	0	0.85058
28	0	-0.71432
28	0	0.46216
28	0	0
28	1	0.18405
28	1	-0.23327
28	0	0.5
28	1	0.11543
28	1	0.88156
28	0	-2
28	0	-0.61137
28	0	-0.19533
28	1	0
28	1	0.5655
28	1	0.5
28	1	-0.10474
28	1	-1
28	0	0.5
28	0	-0.11701
28	1	0
28	1	0.17067
28	0	0.75445
28	0	0.77914
28	0	0.33057
28	0	-0.47935
28	0	-0.04823
29	0	0
29	1	0.18588
29	0	0.42313
29	0	0
29	0	-0.5
29	0	0
29	0	-0.16413
29	0	-1
29	0	0.5
29	0	0.5
29	0	0
29	1	0.90761
29	0	-0.5
29	0	-0.37308
29	1	0.5
29	1	0.71296
29	0	0.64313
29	1	-0.15912
29	1	0.26725
29	0	-0.01579
29	0	-0.04789
29	0	0
29	1	-0.53027
29	1	0.20866
29	0	-0.56676
29	1	0.62465
29	1	0.17045
29	0	0.78019
29	0	0.5878
29	0	0.48535
29	1	0.42659
29	1	0.5
29	1	0.5
29	1	0
29	0	0.46656
29	1	-0.20635
29	0	0.5
29	1	0.57148
29	1	0
29	1	0
29	0	1
29	0	1
29	1	0
29	0	0
29	1	-0.15483
29	0	1.08951
29	0	-0.5
29	1	0.23367
29	1	0.75338
29	1	0.48712
29	1	0.07358
29	1	0
29	0	-0.5
29	1	0.94083
29	0	0
29	0	-0.5
29	0	-0.53606
29	0	-0.4272
29	0	0.52414
29	1	0.64115
29	1	0.32736
29	1	0.44172
29	1	0.5
29	1	0.25
29	1	0.5
29	1	0.5
29	1	0.67222
29	1	-0.36183
29	1	0.73009
29	1	0
29	0	0.63223
29	0	0.17511
29	0	0.45455
29	0	0
29	1	0.41504
29	1	0.24438
29	0	0.5
29	1	0.05962
29	1	0.74038
29	0	-2
29	0	-0.57568
29	0	0.05314
29	1	0
29	1	-0.56175
29	1	0.5
29	1	0.52944
29	1	-1
29	0	0.5
29	0	0.16968
29	1	0
29	1	0.32186
29	0	0.42305
29	0	-0.63107
29	0	-0.00982
29	0	0.6512
29	0	-0.47966
30	0	0
30	1	-0.30747
30	0	0.47916
30	0	0
30	0	-0.5
30	0	0
30	0	-0.79082
30	0	-1
30	0	0.5
30	0	0.5
30	0	0
30	1	0.74178
30	0	-0.5
30	0	-0.49734
30	1	0.5
30	1	0.19712
30	0	1.05807
30	1	0.61907
30	1	-0.10765
30	0	-0.83721
30	0	0.07044
30	0	0
30	1	0.5646
30	1	1.02014
30	0	0.01142
30	1	0.94776
30	1	0.6766
30	0	0.37764
30	0	0.70498
30	0	0.02827
30	1	0.35263
30	1	0.5
30	1	0.5
30	1	0
30	0	1.33754
30	1	-0.47529
30	0	0.5
30	1	0.64665
30	1	0
30	1	0
30	0	1
30	0	1
30	1	0
30	0	0
30	1	0.49541
30	0	1.13485
30	0	-0.5
30	1	0.07447
30	1	1.4365
30	1	0.5782
30	1	0.10685
30	1	0
30	0	-0.5
30	1	0.86802
30	0	0
30	0	-0.5
30	0	-0.84177
30	0	0.17085
30	0	-0.26964
30	1	0.36557
30	1	0.94908
30	1	0.53285
30	1	0.5
30	1	0.25
30	1	0.5
30	1	0.5
30	1	0.10384
30	1	0.32459
30	1	0.6645
30	1	0
30	0	1.88359
30	0	-1.08854
30	0	0.27602
30	0	0
30	1	-0.45555
30	1	-0.37603
30	0	0.5
30	1	-0.01139
30	1	0.31159
30	0	-2
30	0	-0.24169
30	0	-0.14891
30	1	0
30	1	0.12997
30	1	0.5
30	1	0.37242
30	1	-1
30	0	0.5
30	0	0.16479
30	1	0
30	1	0.91745
30	0	-0.4604
30	0	-0.11143
30	0	0.12343
30	0	0.44197
30	0	-0.75901
31	0	0
31	1	-0.36833
31	0	0.25854
31	0	0
31	0	-0.5
31	0	0
31	0	-0.38604
31	0	-1
31	0	0.5
31	0	0.5
31	0	0
31	1	0.73117
31	0	-0.5
31	0	-1.38606
31	1	0.5
31	1	0.42843
31	0	-0.55132
31	1	-0.21448
31	1	-0.79169
31	0	0.53796
31	0	0.15513
31	0	0
31	1	-0.1436
31	1	-0.20705
31	0	-0.76974
31	1	-0.26935
31	1	0.11988
31	0	-0.36915
31	0	-0.37624
31	0	1.24433
31	1	0.16537
31	1	0.5
31	1	0.5
31	1	0
31	0	-0.14485
31	1	-0.7882
31	0	0.5
31	1	-0.03617
31	1	0
31	1	0
31	0	1
31	0	1
31	1	0
31	0	0
31	1	-0.2506
31	0	0.18203
31	0	-0.5
31	1	0.12741
31	1	-0.19812
31	1	0.37639
31	1	0.42381
31	1	0
31	0	-0.5
31	1	0.79266
31	0	0
31	0	-0.5
31	0	-0.496
31	0	0.04265
31	0	0.04915
31	1	0.55481
31	1	-0.01758
31	1	0.5687
31	1	0.5
31	1	0.25
31	1	0.5
31	1	0.5
31	1	-0.09871
31	1	-0.27769
31	1	0.53897
31	1	0
31	0	-0.7291
31	0	-0.83988
31	0	-0.98127
31	0	0
31	1	0.76204
31	1	-0.24944
31	0	0.5
31	1	-0.2924
31	1	0.60883
31	0	-2
31	0	-0.1513
31	0	0.28602
31	1	0
31	1	0.08941
31	1	0.5
31	1	-0.22073
31	1	-1
31	0	0.5
31	0	-1.31253
31	1	0
31	1	0.92973
31	0	-0.43675
31	0	-0.83553
31	0	-0.99751
31	0	0.05789
31	0	-0.05939
32	0	0
32	1	0.12596
32	0	0.40938
32	0	0
32	0	-0.5
32	0	0
32	0	-0.5523
32	0	-1
32	0	0.5
32	0	0.5
32	0	0
32	1	0.85094
32	0	-0.5
32	0	-0.6712
32	1	0.5
32	1	0.10248
32	0	-0.03593
32	1	0.0323
32	1	0.3453
32	0	-0.00496
32	0	0.66259
32	0	0
32	1	1.02757
32	1	-0.07809
32	0	-0.5764
32	1	0.24532
32	1	-0.46376
32	0	0.75041
32	0	-0.31202
32	0	0.32117
32	1	0.1537
32	1	0.5
32	1	0.5
32	1	0
32	0	0.11796
32	1	0.46124
32	0	0.5
32	1	0.17858
32	1	0
32	1	0
32	0	1
32	0	1
32	1	0
32	0	0
32	1	0.07123
32	0	-0.33927
32	0	-0.5
32	1	-0.37702
32	1	0.69259
32	1	1.31923
32	1	0.39173
32	1	0
32	0	-0.5
32	1	0.41783
32	0	0
32	0	-0.5
32	0	-0.41406
32	0	-0.54628
32	0	-0.54266
32	1	0.22119
32	1	0.70511
32	1	0.29318
32	1	0.5
32	1	0.25
32	1	0.5
32	1	0.5
32	1	0.25033
32	1	0.30597
32	1	0.89574
32	1	0
32	0	0.11465
32	0	0.23519
32	0	0.42196
32	0	0
32	1	-0.04168
32	1	-0.28704
32	0	0.5
32	1	0.41084
32	1	0.75304
32	0	-2
32	0	-0.66925
32	0	-0.04692
32	1	0
32	1	0.14008
32	1	0.5
32	1	-0.706
32	1	-1
32	0	0.5
32	0	-0.24329
32	1	0
32	1	0.85934
32	0	-0.48275
32	0	0.18176
32	0	-0.40805
32	0	0.00692
32	0	0.0866
33	0	0
33	1	-0.36158
33	0	0.77141
33	0	0
33	0	-0.5
33	0	0
33	0	-0.41677
33	0	-1
33	0	0.5
33	0	0.5
33	0	0
33	1	-0.84937
33	0	-0.5
33	0	-0.74362
33	1	0.5
33	1	-0.993
33	0	-0.20124
33	1	0.21103
33	1	-0.26964
33	0	-1.13813
33	0	1.28145
33	0	0
33	1	0.50185
33	1	1.83744
33	0	0.47345
33	1	0.26201
33	1	1.01534
33	0	1.02319
33	0	0.12036
33	0	0.00584
33	1	-0.31268
33	1	0.5
33	1	0.5
33	1	0
33	0	0.27679
33	1	0.1091
33	0	0.5
33	1	-0.36256
33	1	0
33	1	0
33	0	1
33	0	1
33	1	0
33	0	0
33	1	-0.26901
33	0	1.21825
33	0	-0.5
33	1	0.03699
33	1	-0.01867
33	1	0.53663
33	1	1.08356
33	1	0
33	0	-0.5
33	1	1.03707
33	0	0
33	0	-0.5
33	0	-0.31028
33	0	-1.53326
33	0	0.0307
33	1	-0.48581
33	1	0.5884
33	1	-0.76835
33	1	0.5
33	1	0.25
33	1	0.5
33	1	0.5
33	1	-0.21497
33	1	0.06972
33	1	0.21716
33	1	0
33	0	0.99282
33	0	-0.97994
33	0	-0.56459
33	0	0
33	1	-0.12686
33	1	0.88567
33	0	0.5
33	1	-1.19435
33	1	-0.05631
33	0	-2
33	0	-0.46614
33	0	0.37194
33	1	0
33	1	-0.32412
33	1	0.5
33	1	0.06898
33	1	-1
33	0	0.5
33	0	0.20302
33	1	0
33	1	0.76785
33	0	-0.12738
33	0	-1.05596
33	0	-0.05095
33	0	-0.4497
33	0	-1.23765
34	0	0
34	1	0.36413
34	0	-1.00895
34	0	0
34	0	-0.5
34	0	0
34	0	-0.1983
34	0	-1
34	0	0.5
34	0	0.5
34	0	0
34	1	0.82978
34	0	-0.5
34	0	-0.36221
34	1	0.5
34	1	0.47468
34	0	-0.36525
34	1	0.40769
34	1	0.95297
34	0	-0.41213
34	0	-0.25292
34	0	0
34	1	0.70789
34	1	-0.65895
34	0	0.18767
34	1	0.69437
34	1	0.32416
34	0	0.1039
34	0	-0.72522
34	0	0.17421
34	1	-0.46526
34	1	0.5
34	1	0.5
34	1	0
34	0	0.38229
34	1	0.09554
34	0	0.5
34	1	0.88513
34	1	0
34	1	0
34	0	1
34	0	1
34	1	0
34	0	0
34	1	0.88237
34	0	0.03626
34	0	-0.5
34	1	-0.43159
34	1	0.90008
34	1	0.60313
34	1	-0.30895
34	1	0
34	0	-0.5
34	1	0.23955
34	0	0
34	0	-0.5
34	0	-0.88572
34	0	-1.09245
34	0	-0.88612
34	1	0.23984
34	1	0.28358
34	1	0.66923
34	1	0.5
34	1	0.25
34	1	0.5
34	1	0.5
34	1	-0.37613
34	1	-0.65147
34	1	0.41386
34	1	0
34	0	0.19446
34	0	-1.0521
34	0	-0.24503
34	0	0
34	1	-0.48039
34	1	-0.04933
34	0	0.5
34	1	-0.44313
34	1	0.38944
34	0	-2
34	0	-0.77897
34	0	0.54978
34	1	0
34	1	-0.62803
34	1	0.5
34	1	-0.11889
34	1	-1
34	0	0.5
34	0	1.33836
34	1	0
34	1	0.46425
34	0	-0.62087
34	0	-1.00714
34	0	-0.16355
34	0	-1.21876
34	0	-0.93252
35	0	0
35	1	0.13533
35	0	0.84641
35	0	0
35	0	-0.5
35	0	0
35	0	-0.14405
35	0	-1
35	0	0.5
35	0	0.5
35	0	0
35	1	0.55909
35	0	-0.5
35	0	-0.24269
35	1	0.5
35	1	1.05864
35	0	0.32257
35	1	0.31201
35	1	-0.00425
35	0	-0.6487
35	0	-0.5098
35	0	0
35	1	0.46695
35	1	-0.25381
35	0	0.02112
35	1	0.64201
35	1	-0.78316
35	0	0.54985
35	0	0.07604
35	0	0.83725
35	1	-0.56069
35	1	0.5
35	1	0.5
35	1	0
35	0	-0.39389
35	1	-0.11654
35	0	0.5
35	1	0.11012
35	1	0
35	1	0
35	0	1
35	0	1
35	1	0
35	0	0
35	1	0.48963
35	0	0.30079
35	0	-0.5
35	1	0.11257
35	1	0.28474
35	1	0.26178
35	1	0.76039
35	1	0
35	0	-0.5
35	1	0.12506
35	0	0
35	0	-0.5
35	0	0.00846
35	0	0.27085
35	0	-0.38174
35	1	0.05165
35	1	0.68824
35	1	0.3421
35	1	0.5
35	1	0.25
35	1	0.5
35	1	0.5
35	1	0.16738
35	1	-0.11641
35	1	1.01698
35	1	0
35	0	0.38377
35	0	-0.02744
35	0	0.33046
35	0	0
35	1	-0.13182
35	1	0.45032
35	0	0.5
35	1	0.28993
35	1	0.20928
35	0	-2
35	0	0.46452
35	0	-0.12622
35	1	0
35	1	0.11714
35	1	0.5
35	1	0.22705
35	1	-1
35	0	0.5
35	0	-0.1881
35	1	0
35	1	-0.03625
35	0	0.1516
35	0	0.23767
35	0	0.07645
35	0	-0.02282
35	0	-0.14358
36	0	0
36	1	0.59449
36	0	-0.53099
36	0	0
36	0	-0.5
36	0	0
36	0	-1.22451
36	0	-1
36	0	0.5
36	0	0.5
36	0	0
36	1	-0.04886
36	0	-0.5
36	0	-0.89229
36	1	0.5
36	1	0.8658
36	0	0.39383
36	1	-0.41093
36	1	0.1412
36	0	-1.03722
36	0	0.33221
36	0	0
36	1	-0.76428
36	1	0.63516
36	0	0.09703
36	1	0.26983
36	1	-0.27854
36	0	0.25526
36	0	-0.43327
36	0	-0.43988
36	1	0.02553
36	1	0.5
36	1	0.5
36	1	0
36	0	0.18715
36	1	0.43536
36	0	0.5
36	1	0.42601
36	1	0
36	1	0
36	0	1
36	0	1
36	1	0
36	0	0
36	1	0.97324
36	0	0.4402
36	0	-0.5
36	1	0.20477
36	1	0.04835
36	1	0.58696
36	1	0.37113
36	1	0
36	0	-0.5
36	1	-0.09495
36	0	0
36	0	-0.5
36	0	-0.93528
36	0	0.11663
36	0	-0.94344
36	1	0.55216
36	1	0.84229
36	1	0.40522
36	1	0.5
36	1	0.25
36	1	0.5
36	1	0.5
36	1	-0.21957
36	1	0.35843
36	1	0.22276
36	1	0
36	0	0.01512
36	0	0.26321
36	0	0.70608
36	0	0
36	1	0.07935
36	1	1.2771
36	0	0.5
36	1	0.31704
36	1	0.57839
36	0	-2
36	0	-0.25707
36	0	-0.57404
36	1	0
36	1	0.38214
36	1	0.5
36	1	0.3262
36	1	-1
36	0	0.5
36	0	0.43857
36	1	0
36	1	0.2313
36	0	0.82447
36	0	-1.04054
36	0	-1.09644
36	0	-0.31026
36	0	-0.62044
37	0	0
37	1	-0.41823
37	0	0.01157
37	0	0
37	0	-0.5
37	0	0
37	0	-0.28523
37	0	-1
37	0	0.5
37	0	0.5
37	0	0
37	1	0.19745
37	0	-0.5
37	0	-0.43776
37	1	0.5
37	1	-0.13095
37	0	-0.19199
37	1	0.01075
37	1	0.54538
37	0	0.54115
37	0	-0.69111
37	0	0
37	1	-0.02604
37	1	0.86276
37	0	0.29762
37	1	0.45181
37	1	-0.60501
37	0	0.6839
37	0	-0.53885
37	0	0.86072
37	1	0.17466
37	1	0.5
37	1	0.5
37	1	0
37	0	0.33363
37	1	0.22894
37	0	0.5
37	1	1.41986
37	1	0
37	1	0
37	0	1
37	0	1
37	1	0
37	0	0
37	1	0.97561
37	0	-0.0127
37	0	-0.5
37	1	0.47268
37	1	0.34295
37	1	0.57345
37	1	0.65268
37	1	0
37	0	-0.5
37	1	0.8084
37	0	0
37	0	-0.5
37	0	-0.16559
37	0	-0.56525
37	0	-0.65801
37	1	0.12841
37	1	-0.63404
37	1	0.47517
37	1	0.5
37	1	0.25
37	1	0.5
37	1	0.5
37	1	0.07995
37	1	0.15148
37	1	0.74038
37	1	0
37	0	0.18107
37	0	0.22402
37	0	-0.35804
37	0	0
37	1	0.73365
37	1	0.60289
37	0	0.5
37	1	0.58558
37	1	0.078
37	0	-2
37	0	-0.91707
37	0	-0.24833
37	1	0
37	1	0.13518
37	1	0.5
37	1	0.09839
37	1	-1
37	0	0.5
37	0	-0.55483
37	1	0
37	1	0.4528
37	0	-0.21561
37	0	-0.53513
37	0	0.1365
37	0	-0.53951
37	0	-0.02133
38	0	0
38	1	-0.9216
38	0	0.5274
38	0	0
38	0	-0.5
38	0	0
38	0	-0.68008
38	0	-1
38	0	0.5
38	0	0.5
38	0	0
38	1	0.37706
38	0	-0.5
38	0	-0.47055
38	1	0.5
38	1	1.53219
38	0	0.21428
38	1	0.29886
38	1	0.19566
38	0	-0.68188
38	0	0.0642
38	0	0
38	1	-0.14559
38	1	0.81277
38	0	-0.6093
38	1	0.04032
38	1	-0.3512
38	0	0.34886
38	0	0.31477
38	0	0.90736
38	1	0.15317
38	1	0.5
38	1	0.5
38	1	0
38	0	0.53025
38	1	-0.55697
38	0	0.5
38	1	0.20058
38	1	0
38	1	0
38	0	1
38	0	1
38	1	0
38	0	0
38	1	0.03513
38	0	1.14208
38	0	-0.5
38	1	0.4238
38	1	0.38476
38	1	0.22151
38	1	-0.44957
38	1	0
38	0	-0.5
38	1	0.1709
38	0	0
38	0	-0.5
38	0	0.22852
38	0	-0.33491
38	0	-0.00226
38	1	-0.39279
38	1	-0.50774
38	1	0.36856
38	1	0.5
38	1	0.25
38	1	0.5
38	1	0.5
38	1	0.07119
38	1	0.36968
38	1	0.52511
38	1	0
38	0	0.09073
38	0	-1.09917
38	0	-0.27477
38	0	0
38	1	-0.57471
38	1	0.37804
38	0	0.5
38	1	0.16502
38	1	0.54587
38	0	-2
38	0	-0.25614
38	0	0.18659
38	1	0
38	1	-0.72887
38	1	0.5
38	1	-0.192
38	1	-1
38	0	0.5
38	0	0.29078
38	1	0
38	1	0.19389
38	0	-0.38041
38	0	-0.49615
38	0	-0.53581
38	0	0.59095
38	0	-0.25445
39	0	0
39	1	-0.46806
39	0	0.29736
39	0	0
39	0	-0.5
39	0	0
39	0	-1.03731
39	0	-1
39	0	0.5
39	0	0.5
39	0	0
39	1	0.57008
39	0	-0.5
39	0	-0.08779
39	1	0.5
39	1	0.60579
39	0	0.13592
39	1	0.63482
39	1	-0.7995
39	0	0.60208
39	0	-0.32224
39	0	0
39	1	0.25786
39	1	1.24201
39	0	0.7518
39	1	0.86307
39	1	-0.07234
39	0	0.47564
39	0	-0.05585
39	0	0.34204
39	1	0.21697
39	1	0.5
39	1	0.5
39	1	0
39	0	-0.1397
39	1	0.15368
39	0	0.5
39	1	0.90308
39	1	0
39	1	0
39	0	1
39	0	1
39	1	0
39	0	0
39	1	-0.89536
39	0	-0.30224
39	0	-0.5
39	1	-0.52442
39	1	-0.29887
39	1	-0.35214
39	1	-0.42638
39	1	0
39	0	-0.5
39	1	0.43093
39	0	0
39	0	-0.5
39	0	-0.11446
39	0	-0.41402
39	0	0.3594
39	1	0.59565
39	1	-0.12946
39	1	0.10609
39	1	0.5
39	1	0.25
39	1	0.5
39	1	0.5
39	1	0.21142
39	1	-0.6613
39	1	0.41017
39	1	0
39	0	-0.20945
39	0	-0.39806
39	0	-0.34471
39	0	0
39	1	0.81239
39	1	-0.15663
39	0	0.5
39	1	-0.14117
39	1	0.98725
39	0	-2
39	0	-0.47185
39	0	0.17076
39	1	0
39	1	1.38131
39	1	0.5
39	1	-0.45403
39	1	-1
39	0	0.5
39	0	-0.31242
39	1	0
39	1	0.18393
39	0	0.53327
39	0	-0.9076
39	0	-0.04573
39	0	0.0476
39	0	-0.39642
40	0	0
40	1	-1.37798
40	0	-1.02983
40	0	0
40	0	-0.5
40	0	0
40	0	1.00348
40	0	-1
40	0	0.5
40	0	0.5
40	0	0
40	1	0.75458
40	0	-0.5
40	0	-1.12981
40	1	0.5
40	1	0.1955
40	0	-0.04538
40	1	-0.55177
40	1	-0.2712
40	0	-0.17613
40	0	1.37751
40	0	0
40	1	-0.01786
40	1	0.58058
40	0	0.3632
40	1	-0.69096
40	1	0.2944
40	0	0.05407
40	0	0.31092
40	0	1.06171
40	1	0.51231
40	1	0.5
40	1	0.5
40	1	0
40	0	-1.04873
40	1	0.49081
40	0	0.5
40	1	0.16833
40	1	0
40	1	0
40	0	1
40	0	1
40	1	0
40	0	0
40	1	-0.01327
40	0	-0.89468
40	0	-0.5
40	1	0.39529
40	1	-0.08502
40	1	0.71196
40	1	0.52474
40	1	0
40	0	-0.5
40	1	0.55135
40	0	0
40	0	-0.5
40	0	0.22338
40	0	-0.04568
40	0	1.1011
40	1	-0.70415
40	1	0.27998
40	1	0.56221
40	1	0.5
40	1	0.25
40	1	0.5
40	1	0.5
40	1	0.23471
40	1	0.03831
40	1	-0.17804
40	1	0
40	0	-0.11118
40	0	-0.03651
40	0	0.30184
40	0	0
40	1	-0.5253
40	1	-0.49807
40	0	0.5
40	1	1.24217
40	1	0.68863
40	0	-2
40	0	-0.30324
40	0	0.02056
40	1	0
40	1	-0.58349
40	1	0.5
40	1	-0.09088
40	1	-1
40	0	0.5
40	0	0.36856
40	1	0
40	1	0.45083
40	0	0.48557
40	0	-0.90893
40	0	-0.17177
40	0	0.28103
40	0	-0.67034
41	0	0
41	1	-0.1288
41	0	0.15926
41	0	0
41	0	-0.5
41	0	0
41	0	-0.32948
41	0	-1
41	0	0.5
41	0	0.5
41	0	0
41	1	0.55764
41	0	-0.5
41	0	0.16016
41	1	0.5
41	1	0.99223
41	0	0.20234
41	1	-0.34349
41	1	0.16754
41	0	-0.89017
41	0	0.3036
41	0	0
41	1	-0.14438
41	1	1.37183
41	0	0.83037
41	1	0.09352
41	1	0.20672
41	0	1.0539
41	0	0.54694
41	0	0.63001
41	1	-0.00403
41	1	0.5
41	1	0.5
41	1	0
41	0	0.04094
41	1	-1.10829
41	0	0.5
41	1	0.34586
41	1	0
41	1	0
41	0	1
41	0	1
41	1	0
41	0	0
41	1	0.12034
41	0	0.79011
41	0	-0.5
41	1	0.35304
41	1	0.59166
41	1	1.07537
41	1	0.72389
41	1	0
41	0	-0.5
41	1	0.81277
41	0	0
41	0	-0.5
41	0	-0.44313
41	0	0.81304
41	0	-0.17176
41	1	0.04417
41	1	0.52253
41	1	0.94868
41	1	0.5
41	1	0.25
41	1	0.5
41	1	0.5
41	1	-0.36858
41	1	-0.93137
41	1	0.16926
41	1	0
41	0	1.03747
41	0	-0.79282
41	0	-0.20341
41	0	0
41	1	-0.06337
41	1	0.23513
41	0	0.5
41	1	-0.09673
41	1	0.20214
41	0	-2
41	0	-0.67482
41	0	-0.45133
41	1	0
41	1	0.24467
41	1	0.5
41	1	0.24439
41	1	-1
41	0	0.5
41	0	0.26107
41	1	0
41	1	1.48749
41	0	-0.45867
41	0	-0.43655
41	0	0.31431
41	0	0.21755
41	0	-0.46313
42	0	0
42	1	-0.01316
